"team","season","qb_name","coach","line","line_adj","over_odds","under_odds","team_nick","team_color","team_color2","team_logo_espn","wins","total_outcome","hold","over_probability","under_probability","unique_id","wt_rating","sos_projected"
"CLE","2009","Brady Quinn","Eric Mangini","7.0","6.7443566","160","-190","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","5","Under","0.0397878","0.36989796","0.63010204","CLE2009","-2.3037765","-0.42825297"
"DEN","2009","Kyle Orton","Josh McDaniels","6.5","6.4215155","105","-135","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","8","Over","0.062272962","0.4592086","0.5407914","DEN2009","-1.8823653","0.60260844"
"TB","2009","Josh Freeman","Raheem Morris","6.5","6.3018584","140","-170","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","3","Under","0.046296295","0.39823008","0.6017699","TB2009","-1.2498775","1.3995216"
"KC","2009","Matt Cassel","Todd Haley","6.0","6.0390015","-125","-105","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","4","Under","0.06775068","0.52030456","0.47969544","KC2009","-2.8428009","0.34372914"
"OAK","2009","JaMarcus Russell","Tom Cable","6.0","5.9026003","110","-140","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","5","Under","0.05952381","0.4494382","0.5505618","OAK2009","-3.2351058","0.26142356"
"LAR","2009","Marc Bulger","Steve Spagnuolo","5.5","5.633247","-150","120","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","1","Under","0.054545455","0.5689655","0.43103448","LAR2009","-4.1764936","-0.2723565"
"DET","2009","Matthew Stafford","Jim Schwartz","4.5","4.566633","-135","100","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","2","Under","0.07446808","0.5346535","0.46534654","DET2009","-6.241404","-0.21404426"
"IND","2010","Peyton Manning","Jim Caldwell","10.5","10.558842","-130","100","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","10","Under","0.06521739","0.53061223","0.46938777","IND2010","5.5236826","1.4752318"
"LAC","2010","Philip Rivers","Norv Turner","10.5","10.5","-115","-115","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","9","Under","0.069767445","0.5","0.5","LAC2010","4.5395846","-0.79636586"
"NO","2010","Drew Brees","Sean Payton","10.5","10.441158","100","-130","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","11","Over","0.06521739","0.46938777","0.53061223","NO2010","2.9304898","-1.1886655"
"DAL","2010","Jon Kitna","Jason Garrett","10.0","10.078485","-135","105","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","6","Under","0.062272962","0.5407914","0.4592086","DAL2010","6.1267157","1.62396"
"BAL","2010","Joe Flacco","John Harbaugh","10.0","9.960999","-105","-125","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","12","Over","0.06775068","0.47969544","0.52030456","BAL2010","1.2753621","-0.95725685"
"GB","2010","Aaron Rodgers","Mike McCarthy","9.5","9.666733","-160","130","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","10","Over","0.050167225","0.58598727","0.41401273","GB2010","0.6558344","0.5106198"
"NYJ","2010","Mark Sanchez","Rex Ryan","9.5","9.539001","-125","-105","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","11","Over","0.06775068","0.52030456","0.47969544","NYJ2010","0.68872046","-0.063305736"
"NE","2010","Tom Brady","Bill Belichick","9.5","9.519434","-120","-110","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","14","Over","0.06926407","0.51012146","0.48987854","NE2010","2.1209855","-0.08678181"
"ATL","2010","Matt Ryan","Mike Smith","9.5","9.5","-115","-115","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","13","Over","0.069767445","0.5","0.5","ATL2010","1.0530808","-1.1031284"
"MIN","2010","Brett Favre","Brad Childress","9.5","9.480566","-110","-120","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","6","Under","0.06926407","0.48987854","0.51012146","MIN2010","3.6059935","0.22878066"
"SF","2010","Alex Smith","Mike Singletary","9.0","9.0","-115","-115","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","6","Under","0.069767445","0.5","0.5","SF2010","0.7599659","-1.6798513"
"NYG","2010","Eli Manning","Tom Coughlin","9.0","8.980566","-110","-120","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","10","Over","0.06926407","0.48987854","0.51012146","NYG2010","3.8567865","1.4170406"
"MIA","2010","Chad Henne","Tony Sparano","8.5","8.539001","-125","-105","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","7","Under","0.06775068","0.52030456","0.47969544","MIA2010","0.9412154","-0.65014297"
"HOU","2010","Matt Schaub","Gary Kubiak","8.5","8.5","-115","-115","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","6","Under","0.069767445","0.5","0.5","HOU2010","3.2519422","1.7610767"
"PIT","2010","Ben Roethlisberger","Mike Tomlin","8.5","8.480566","-110","-120","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","12","Over","0.06926407","0.48987854","0.51012146","PIT2010","-1.4886447","-0.34756693"
"PHI","2010","Michael Vick","Andy Reid","8.5","8.4026","110","-140","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","10","Over","0.05952381","0.4494382","0.5505618","PHI2010","2.3030918","2.0210693"
"CIN","2010","Carson Palmer","Marvin Lewis","8.0","8.0974","-140","110","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","4","Under","0.05952381","0.5505618","0.4494382","CIN2010","0.59956986","-0.17514387"
"TEN","2010","Vince Young","Jeff Fisher","8.0","8.058842","-130","100","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","6","Under","0.06521739","0.53061223","0.46938777","TEN2010","2.4032633","1.7101921"
"CHI","2010","Jay Cutler","Lovie Smith","8.0","7.9215155","105","-135","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","11","Over","0.062272962","0.4592086","0.5407914","CHI2010","-1.2876754","0.13532397"
"ARI","2010","Derek Anderson","Ken Whisenhunt","7.5","7.5973997","-140","110","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","5","Under","0.05952381","0.5505618","0.4494382","ARI2010","-1.1891786","-1.0128468"
"WAS","2010","Donovan McNabb","Mike Shanahan","7.5","7.441158","100","-130","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","6","Under","0.06521739","0.46938777","0.53061223","WAS2010","1.0426792","1.4461267"
"DEN","2010","Kyle Orton","Josh McDaniels","7.0","7.058842","-130","100","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","4","Under","0.06521739","0.53061223","0.46938777","DEN2010","-1.248026","-0.12019407"
"JAX","2010","David Garrard","Jack Del Rio","7.0","6.9609985","-105","-125","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","8","Over","0.06775068","0.47969544","0.52030456","JAX2010","0.10248679","1.4464502"
"SEA","2010","Matt Hasselbeck","Pete Carroll","7.0","6.9026003","110","-140","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","7","Push","0.05952381","0.4494382","0.5505618","SEA2010","-3.8172617","-0.91500926"
"CAR","2010","Jimmy Clausen","John Fox","7.0","6.8843613","115","-145","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","2","Under","0.056953013","0.44005388","0.5599461","CAR2010","-2.2919962","-0.8192924"
"KC","2010","Matt Cassel","Todd Haley","6.5","6.5","-115","-115","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","10","Over","0.069767445","0.5","0.5","KC2010","-3.528741","-0.43642628"
"OAK","2010","Jason Campbell","Tom Cable","6.0","6.133247","-150","120","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","8","Over","0.054545455","0.5689655","0.43103448","OAK2010","-2.937812","-0.0659403"
"TB","2010","Josh Freeman","Raheem Morris","6.0","5.941158","100","-130","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","10","Over","0.06521739","0.46938777","0.53061223","TB2010","-4.2039433","-0.95186317"
"CLE","2010","Colt McCoy","Eric Mangini","5.5","5.558842","-130","100","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","5","Under","0.06521739","0.53061223","0.46938777","CLE2010","-4.308706","-0.4047045"
"DET","2010","Shaun Hill","Jim Schwartz","5.0","5.1502657","-155","125","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","6","Over","0.052287582","0.57763976","0.42236024","DET2010","-4.418594","0.4185162"
"BUF","2010","Ryan Fitzpatrick","Chan Gailey","5.0","5.0390015","-125","-105","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","4","Under","0.06775068","0.52030456","0.47969544","BUF2010","-5.0601454","-0.08070446"
"LAR","2010","Sam Bradford","Steve Spagnuolo","4.5","4.5390015","-125","-105","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","7","Over","0.06775068","0.52030456","0.47969544","LAR2010","-7.068152","-1.0972642"
"NE","2011","Tom Brady","Bill Belichick","11.5","11.5","-115","-115","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","13","Over","0.069767445","0.5","0.5","NE2011","4.0925255","0.7944937"
"GB","2011","Aaron Rodgers","Mike McCarthy","11.5","11.366753","120","-150","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","15","Over","0.054545455","0.43103448","0.5689655","GB2011","5.8742404","0.4452225"
"LAC","2011","Philip Rivers","Norv Turner","11.0","10.884361","115","-145","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","8","Under","0.056953013","0.44005388","0.5599461","LAC2011","6.3232565","0.39630553"
"PHI","2011","Michael Vick","Andy Reid","10.5","10.633247","-150","120","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","8","Under","0.054545455","0.5689655","0.43103448","PHI2011","5.354246","-0.013309892"
"PIT","2011","Ben Roethlisberger","Mike Tomlin","10.5","10.519434","-120","-110","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","12","Over","0.06926407","0.51012146","0.48987854","PIT2011","2.462804","-1.50952"
"BAL","2011","Joe Flacco","John Harbaugh","10.5","10.4026","110","-140","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","12","Over","0.05952381","0.4494382","0.5505618","BAL2011","2.0131536","-0.64436966"
"NO","2011","Drew Brees","Sean Payton","10.0","10.133247","-150","120","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","13","Over","0.054545455","0.5689655","0.43103448","NO2011","2.1430612","-0.039041106"
"ATL","2011","Matt Ryan","Mike Smith","10.0","9.960999","-105","-125","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","10","Push","0.06775068","0.47969544","0.52030456","ATL2011","3.1151354","0.10577731"
"NYJ","2011","Mark Sanchez","Rex Ryan","10.0","9.921515","105","-135","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","8","Under","0.062272962","0.4592086","0.5407914","NYJ2011","4.5795126","0.6052814"
"IND","2011","Curtis Painter","Jim Caldwell","9.5","9.578485","-135","105","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","2","Under","0.062272962","0.5407914","0.4592086","IND2011","2.722737","-0.6166517"
"NYG","2011","Eli Manning","Tom Coughlin","9.5","9.333267","130","-160","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","9","Under","0.050167225","0.41401273","0.58598727","NYG2011","0.5517401","1.1214143"
"HOU","2011","Matt Schaub","Gary Kubiak","9.0","9.115639","-145","115","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","10","Over","0.056953013","0.5599461","0.44005388","HOU2011","-0.21047945","-0.782469"
"DAL","2011","Tony Romo","Jason Garrett","9.0","8.9026","110","-140","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","8","Under","0.05952381","0.4494382","0.5505618","DAL2011","2.1889226","0.14301741"
"CHI","2011","Jay Cutler","Lovie Smith","8.5","8.333267","130","-160","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","8","Under","0.050167225","0.41401273","0.58598727","CHI2011","2.0788798","1.0343682"
"DET","2011","Matthew Stafford","Jim Schwartz","8.0","8.115639","-145","115","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","10","Over","0.056953013","0.5599461","0.44005388","DET2011","0.91772103","1.118107"
"TB","2011","Josh Freeman","Raheem Morris","8.0","7.866753","120","-150","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","4","Under","0.054545455","0.43103448","0.5689655","TB2011","0.44688433","0.28597024"
"LAR","2011","Sam Bradford","Steve Spagnuolo","7.5","7.5194335","-120","-110","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","2","Under","0.06926407","0.51012146","0.48987854","LAR2011","-1.1664482","-0.6498044"
"KC","2011","Matt Cassel","Todd Haley","7.5","7.5","-115","-115","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","7","Under","0.069767445","0.5","0.5","KC2011","0.8821273","1.4030551"
"SF","2011","Alex Smith","Jim Harbaugh","7.5","7.4609985","-105","-125","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","13","Over","0.06775068","0.47969544","0.52030456","SF2011","-2.8689559","-0.60831946"
"MIA","2011","Matt Moore","Tony Sparano","7.5","7.3843613","115","-145","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","6","Under","0.056953013","0.44005388","0.5599461","MIA2011","0.20381594","0.9466975"
"ARI","2011","Kevin Kolb","Ken Whisenhunt","7.0","7.133247","-150","120","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","8","Over","0.054545455","0.5689655","0.43103448","ARI2011","-2.5737424","-1.3563904"
"MIN","2011","Christian Ponder","Leslie Frazier","7.0","7.0194335","-120","-110","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","3","Under","0.06926407","0.51012146","0.48987854","MIN2011","-0.4957951","0.9298479"
"CLE","2011","Colt McCoy","Pat Shurmur","6.5","6.6667323","-160","130","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","4","Under","0.050167225","0.58598727","0.41401273","CLE2011","-3.118449","-1.0772614"
"TEN","2011","Matt Hasselbeck","Mike Munchak","6.5","6.558842","-130","100","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","9","Over","0.06521739","0.53061223","0.46938777","TEN2011","-2.881063","-0.6421473"
"JAX","2011","Blaine Gabbert","Jack Del Rio","6.5","6.4805665","-110","-120","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","5","Under","0.06926407","0.48987854","0.51012146","JAX2011","-2.0533462","0.35086593"
"OAK","2011","Carson Palmer","Hue Jackson","6.5","6.4609985","-105","-125","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","8","Over","0.06775068","0.47969544","0.52030456","OAK2011","-1.3197366","1.1461337"
"WAS","2011","Rex Grossman","Mike Shanahan","6.0","6.0390015","-125","-105","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","5","Under","0.06775068","0.52030456","0.47969544","WAS2011","-2.920513","0.31499276"
"DEN","2011","Tim Tebow","John Fox","6.0","6.0194335","-120","-110","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","8","Over","0.06926407","0.51012146","0.48987854","DEN2011","-3.3537233","1.3001267"
"SEA","2011","Tarvaris Jackson","Pete Carroll","6.0","5.866753","120","-150","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","7","Over","0.054545455","0.43103448","0.5689655","SEA2011","-4.026827","-0.46871254"
"BUF","2011","Ryan Fitzpatrick","Chan Gailey","5.5","5.5194335","-120","-110","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","6","Over","0.06926407","0.51012146","0.48987854","BUF2011","-3.287154","1.035621"
"CIN","2011","Andy Dalton","Marvin Lewis","5.5","5.4026003","110","-140","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","9","Over","0.05952381","0.4494382","0.5505618","CIN2011","-6.007027","-1.0114391"
"CAR","2011","Cam Newton","Ron Rivera","4.5","4.4609985","-105","-125","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","6","Over","0.06775068","0.47969544","0.52030456","CAR2011","-5.6068654","0.74180007"
"NE","2012","Tom Brady","Bill Belichick","12.0","12.0","-115","-115","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","12","Push","0.069767445","0.5","0.5","NE2012","4.1693044","-0.9001148"
"GB","2012","Aaron Rodgers","Mike McCarthy","12.0","11.73601","160","-200","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","11","Under","0.051282052","0.36585367","0.63414633","GB2012","4.3200064","-0.6061673"
"HOU","2012","Matt Schaub","Gary Kubiak","10.0","10.236819","-190","150","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","12","Over","0.055172414","0.62091506","0.37908497","HOU2012","1.735446","-0.61594504"
"PIT","2012","Ben Roethlisberger","Mike Tomlin","10.0","10.039001","-125","-105","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","8","Under","0.06775068","0.52030456","0.47969544","PIT2012","4.320269","0.2372285"
"PHI","2012","Michael Vick","Andy Reid","10.0","9.9026","110","-140","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","4","Under","0.05952381","0.4494382","0.5505618","PHI2012","4.576493","0.76739883"
"SF","2012","Alex Smith","Jim Harbaugh","10.0","9.9026","110","-140","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","11","Over","0.05952381","0.4494382","0.5505618","SF2012","1.0940604","0.31034955"
"BAL","2012","Joe Flacco","John Harbaugh","10.0","9.763181","150","-190","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","10","Push","0.055172414","0.37908497","0.62091506","BAL2012","1.0172366","0.9307737"
"NO","2012","Drew Brees","Joe Vitt","9.5","9.539001","-125","-105","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","7","Under","0.06775068","0.52030456","0.47969544","NO2012","4.0679955","0.93913084"
"CHI","2012","Jay Cutler","Lovie Smith","9.5","9.460999","-105","-125","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","10","Over","0.06775068","0.47969544","0.52030456","CHI2012","2.5066812","-0.546126"
"NYG","2012","Eli Manning","Tom Coughlin","9.0","9.0974","-140","110","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","9","Push","0.05952381","0.5505618","0.4494382","NYG2012","3.5799968","1.2270732"
"ATL","2012","Matt Ryan","Mike Smith","9.0","9.078485","-135","105","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","13","Over","0.062272962","0.5407914","0.4592086","ATL2012","1.0489426","0.82797676"
"DET","2012","Matthew Stafford","Jim Schwartz","9.0","8.921515","105","-135","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","4","Under","0.062272962","0.4592086","0.5407914","DET2012","1.7375593","-0.30183846"
"LAC","2012","Philip Rivers","Norv Turner","9.0","8.827641","130","-165","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","7","Under","0.057424117","0.41117144","0.58882856","LAC2012","2.0621738","0.29254788"
"DEN","2012","Peyton Manning","John Fox","8.5","8.683935","-170","133","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","13","Over","0.05881418","0.59465545","0.40534455","DEN2012","1.3548304","0.8324759"
"DAL","2012","Tony Romo","Jason Garrett","8.5","8.656184","-160","125","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","8","Under","0.05982906","0.58064514","0.41935483","DAL2012","2.5835214","1.0516161"
"NYJ","2012","Mark Sanchez","Rex Ryan","8.5","8.343816","125","-160","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","6","Under","0.05982906","0.41935483","0.58064514","NYJ2012","0.44964013","-0.46906528"
"BUF","2012","Ryan Fitzpatrick","Chan Gailey","8.0","8.133247","-150","120","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","6","Under","0.054545455","0.5689655","0.43103448","BUF2012","-0.44483632","-0.97614396"
"CIN","2012","Andy Dalton","Marvin Lewis","8.0","7.9215155","105","-135","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","10","Over","0.062272962","0.4592086","0.5407914","CIN2012","-0.13896577","0.4818484"
"KC","2012","Brady Quinn","Romeo Crennel","8.0","7.8438163","125","-160","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","2","Under","0.05982906","0.41935483","0.58064514","KC2012","0.24344856","0.22276172"
"CAR","2012","Cam Newton","Ron Rivera","7.5","7.6156387","-145","115","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","7","Under","0.056953013","0.5599461","0.44005388","CAR2012","0.6715571","1.063669"
"SEA","2012","Russell Wilson","Pete Carroll","7.5","7.558842","-130","100","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","11","Over","0.06521739","0.53061223","0.46938777","SEA2012","-1.892881","-0.021650575"
"TEN","2012","Jake Locker","Mike Munchak","7.0","7.1156387","-145","115","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","6","Under","0.056953013","0.5599461","0.44005388","TEN2012","-1.5842909","-0.2792187"
"OAK","2012","Carson Palmer","Dennis Allen","7.0","7.0","-115","-115","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","4","Under","0.069767445","0.5","0.5","OAK2012","-1.1701866","0.3054586"
"ARI","2012","John Skelton","Ken Whisenhunt","7.0","6.816065","133","-170","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","5","Under","0.05881418","0.40534455","0.59465545","ARI2012","-1.6852903","0.19041254"
"MIA","2012","Ryan Tannehill","Joe Philbin","7.0","6.703128","170","-220","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","7","Push","0.05787037","0.3501094","0.6498906","MIA2012","-2.6474195","-0.5626576"
"WAS","2012","Robert Griffin","Mike Shanahan","6.5","6.3843613","115","-145","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","10","Over","0.056953013","0.44005388","0.5599461","WAS2012","-2.530078","0.9996264"
"TB","2012","Josh Freeman","Greg Schiano","6.0","6.0973997","-140","110","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","7","Over","0.05952381","0.5505618","0.4494382","TB2012","-2.2645857","0.920279"
"LAR","2012","Sam Bradford","Jeff Fisher","6.0","6.0390015","-125","-105","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","7","Over","0.06775068","0.52030456","0.47969544","LAR2012","-3.5194042","-0.23157941"
"MIN","2012","Christian Ponder","Leslie Frazier","6.0","6.0","-115","-115","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","10","Over","0.069767445","0.5","0.5","MIN2012","-4.0333204","0.036014777"
"JAX","2012","Blaine Gabbert","Mike Mularkey","5.5","5.4805665","-110","-120","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","2","Under","0.06926407","0.48987854","0.51012146","JAX2012","-4.745381","-0.36480716"
"IND","2012","Andrew Luck","Chuck Pagano","5.5","5.4609985","-105","-125","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","11","Over","0.06775068","0.47969544","0.52030456","IND2012","-5.443844","-0.33137465"
"CLE","2012","Brandon Weeden","Pat Shurmur","5.5","5.316065","133","-170","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","5","Under","0.05881418","0.40534455","0.59465545","CLE2012","-3.7632172","0.9505375"
"DEN","2013","Peyton Manning","John Fox","11.5","11.460999","-105","-125","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","13","Over","0.06775068","0.47969544","0.52030456","DEN2013","2.1600294","-0.9936918"
"SF","2013","Colin Kaepernick","Jim Harbaugh","11.5","11.263181","150","-190","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","12","Over","0.055172414","0.37908497","0.62091506","SF2013","3.6425173","0.46759683"
"NE","2013","Tom Brady","Bill Belichick","11.0","10.827641","130","-165","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","12","Over","0.057424117","0.41117144","0.58882856","NE2013","3.4658024","0.25003552"
"SEA","2013","Russell Wilson","Pete Carroll","10.5","10.5974","-140","110","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","13","Over","0.05952381","0.5505618","0.4494382","SEA2013","2.2973454","0.39261907"
"GB","2013","Aaron Rodgers","Mike McCarthy","10.5","10.460999","-105","-125","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","8","Under","0.06775068","0.47969544","0.52030456","GB2013","5.2321424","1.6937557"
"HOU","2013","Case Keenum","Gary Kubiak","10.5","10.343816","125","-160","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","2","Under","0.05982906","0.41935483","0.58064514","HOU2013","3.1930609","-1.5404322"
