"team","season","qb_name","coach","line","line_adj","over_odds","under_odds","team_nick","team_color","team_color2","team_logo_espn","wins","total_outcome","hold","over_probability","under_probability","unique_id","wt_rating","sos_projected"
"KC","2020","Patrick Mahomes","Andy Reid","11.5","11.615639","-145","115","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","14","Over","0.056953013","0.5599461","0.44005388","KC2020","3.5289178","0.06761556"
"BAL","2020","Lamar Jackson","John Harbaugh","11.5","11.5","-115","-115","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","11","Under","0.069767445","0.5","0.5","BAL2020","4.4449196","-0.13972332"
"SF","2020","Nick Mullens","Kyle Shanahan","10.5","10.539001","-125","-105","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","6","Under","0.06775068","0.52030456","0.47969544","SF2020","5.946765","0.8644456"
"NO","2020","Drew Brees","Sean Payton","10.5","10.5","-115","-115","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","12","Over","0.069767445","0.5","0.5","NO2020","2.63879","0.027378535"
"TB","2020","Tom Brady","Bruce Arians","9.5","9.5974","-140","110","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","11","Over","0.05952381","0.5505618","0.4494382","TB2020","-0.27339864","-0.06085307"
"DAL","2020","Andy Dalton","Mike McCarthy","9.5","9.588897","-115","125","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","6","Under","-0.020671835","0.54617417","0.45382586","DAL2020","3.893057","0.60552853"
"PHI","2020","Carson Wentz","Doug Pederson","9.5","9.539001","-125","-105","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","4","Under","0.06775068","0.52030456","0.47969544","PHI2020","3.905139","0.69666415"
"PIT","2020","Ben Roethlisberger","Mike Tomlin","9.5","9.4026","110","-140","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","12","Over","0.05952381","0.4494382","0.5505618","PIT2020","1.640426","-0.18949088"
"BUF","2020","Josh Allen","Sean McDermott","9.0","9.0974","-140","110","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","13","Over","0.05952381","0.5505618","0.4494382","BUF2020","0.84099764","1.2236925"
"SEA","2020","Russell Wilson","Pete Carroll","9.0","9.0974","-140","110","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","12","Over","0.05952381","0.5505618","0.4494382","SEA2020","2.4492986","1.1854713"
"GB","2020","Aaron Rodgers","Matt LaFleur","9.0","9.039001","-125","-105","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","13","Over","0.06775068","0.52030456","0.47969544","GB2020","0.14418018","-0.12980151"
"IND","2020","Philip Rivers","Frank Reich","9.0","9.039001","-125","-105","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","11","Over","0.06775068","0.52030456","0.47969544","IND2020","0.46397457","-0.8445453"
"MIN","2020","Kirk Cousins","Mike Zimmer","9.0","8.960999","-105","-125","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","7","Under","0.06775068","0.47969544","0.52030456","MIN2020","1.5369864","-0.57296705"
"NE","2020","Cam Newton","Bill Belichick","9.0","8.941158","100","-130","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","7","Under","0.06521739","0.46938777","0.53061223","NE2020","2.8123112","0.8053432"
"CLE","2020","Baker Mayfield","Kevin Stefanski","8.5","8.578485","-135","105","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","11","Over","0.062272962","0.5407914","0.4592086","CLE2020","-0.05138302","0.22275585"
"TEN","2020","Ryan Tannehill","Mike Vrabel","8.5","8.539001","-125","-105","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","11","Over","0.06775068","0.52030456","0.47969544","TEN2020","-0.13069487","-0.48180085"
"LAR","2020","Jared Goff","Sean McVay","8.5","8.460999","-105","-125","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","10","Over","0.06775068","0.47969544","0.52030456","LAR2020","0.8092833","1.287732"
"CHI","2020","Mitch Trubisky","Matt Nagy","8.5","8.333267","130","-160","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","8","Under","0.050167225","0.41401273","0.58598727","CHI2020","-0.46402752","-0.55494833"
"DEN","2020","Drew Lock","Vic Fangio","7.5","7.5784845","-135","105","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","5","Under","0.062272962","0.5407914","0.4592086","DEN2020","-0.053395506","0.36983332"
"ATL","2020","Matt Ryan","Raheem Morris","7.5","7.558842","-130","100","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","4","Under","0.06521739","0.53061223","0.46938777","ATL2020","-0.23634963","0.21693565"
"LAC","2020","Justin Herbert","Anthony Lynn","7.5","7.558842","-130","100","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","7","Under","0.06521739","0.53061223","0.46938777","LAC2020","-0.7282458","-0.29203147"
"ARI","2020","Kyler Murray","Kliff Kingsbury","7.5","7.5194335","-120","-110","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","8","Over","0.06926407","0.51012146","0.48987854","ARI2020","0.4060691","0.9406289"
"HOU","2020","Deshaun Watson","Romeo Crennel","7.5","7.4805665","-110","-120","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","4","Under","0.06926407","0.48987854","0.51012146","HOU2020","-0.91941553","-0.34402913"
"OAK","2020","Derek Carr","Jon Gruden","7.5","7.4609985","-105","-125","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","8","Over","0.06775068","0.47969544","0.52030456","OAK2020","-0.297296","0.33174968"
"NYJ","2020","Sam Darnold","Adam Gase","7.0","7.0973997","-140","110","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","2","Under","0.05952381","0.5505618","0.4494382","NYJ2020","-0.2884964","0.99838716"
"DET","2020","Matthew Stafford","Matt Patricia","6.5","6.558842","-130","100","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","5","Under","0.06521739","0.53061223","0.46938777","DET2020","-2.889691","-0.65105975"
"MIA","2020","Tua Tagovailoa","Brian Flores","6.5","6.4805665","-110","-120","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","10","Over","0.06926407","0.48987854","0.51012146","MIA2020","-1.9032059","0.522576"
"NYG","2020","Daniel Jones","Joe Judge","6.5","6.441158","100","-130","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","6","Under","0.06521739","0.46938777","0.53061223","NYG2020","-1.3743939","1.136581"
"CIN","2020","Joe Burrow","Zac Taylor","5.5","5.5194335","-120","-110","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","4","Under","0.06926407","0.51012146","0.48987854","CIN2020","-3.9859467","0.2914831"
"CAR","2020","Teddy Bridgewater","Matt Rhule","5.5","5.4805665","-110","-120","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","5","Under","0.06926407","0.48987854","0.51012146","CAR2020","-4.1897984","0.079689346"
"WAS","2020","Alex Smith","Ron Rivera","5.5","5.441158","100","-130","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","7","Over","0.06521739","0.46938777","0.53061223","WAS2020","-4.166551","1.0090675"
"JAX","2020","Gardner Minshew II","Doug Marrone","4.5","4.5194335","-120","-110","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","1","Under","0.06926407","0.51012146","0.48987854","JAX2020","-6.443859","-0.21426621"
"KC","2021","Patrick Mahomes","Andy Reid","12.0","12.082258","-130","110","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","12","Push","0.04140787","0.54274356","0.45725647","KC2021","4.062449","0.777511"
"TB","2021","Tom Brady","Bruce Arians","11.5","11.45824","100","-120","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","13","Over","0.045454547","0.47826087","0.5217391","TB2021","3.6106544","0.20810193"
"BAL","2021","Lamar Jackson","John Harbaugh","11.0","10.9791975","-105","-115","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","8","Under","0.047078844","0.48916575","0.5108342","BAL2021","5.755695","0.92932755"
"GB","2021","Aaron Rodgers","Matt LaFleur","11.0","10.937582","105","-125","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","13","Over","0.043360434","0.46753246","0.53246754","GB2021","4.584485","0.90170753"
"BUF","2021","Josh Allen","Sean McDermott","10.5","10.582258","-130","110","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","11","Over","0.04140787","0.54274356","0.45725647","BUF2021","2.6378052","0.5317004"
"LAR","2021","Matthew Stafford","Sean McVay","10.5","10.437582","105","-125","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","12","Over","0.043360434","0.46753246","0.53246754","LAR2021","1.1210608","0.7283104"
"SF","2021","Jimmy Garoppolo","Kyle Shanahan","10.0","10.119727","-140","120","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","10","Push","0.03787879","0.5620438","0.4379562","SF2021","1.1296306","0.28575048"
"CLE","2021","Baker Mayfield","Kevin Stefanski","10.0","10.0208025","-115","-105","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","8","Under","0.047078844","0.5108342","0.48916575","CLE2021","3.7885268","0.57486796"
"IND","2021","Carson Wentz","Frank Reich","10.0","10.0","-110","-110","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","9","Under","0.04761905","0.5","0.5","IND2021","3.195873","0.07984989"
"SEA","2021","Russell Wilson","Pete Carroll","10.0","9.937582","105","-125","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","7","Under","0.043360434","0.46753246","0.53246754","SEA2021","3.5128477","0.41827634"
"DAL","2021","Dak Prescott","Mike McCarthy","9.5","9.417742","110","-130","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","12","Over","0.04140787","0.45725647","0.54274356","DAL2021","1.4800347","0.3292333"
"TEN","2021","Ryan Tannehill","Mike Vrabel","9.5","9.417742","110","-130","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","12","Over","0.04140787","0.45725647","0.54274356","TEN2021","1.1569881","0.07170481"
"NO","2021","Jameis Winston","Sean Payton","9.5","9.380273","120","-140","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","9","Under","0.03787879","0.4379562","0.5620438","NO2021","2.7699142","0.69809574"
"MIA","2021","Tua Tagovailoa","Brian Flores","9.0","9.101343","-135","115","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","9","Push","0.039584365","0.552594","0.447406","MIA2021","1.7568896","0.23336552"
"NE","2021","Mac Jones","Bill Belichick","9.0","9.062418","-125","105","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","10","Over","0.043360434","0.53246754","0.46753246","NE2021","1.2114831","0.5911082"
"LAC","2021","Justin Herbert","Brandon Staley","9.0","8.937582","105","-125","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","9","Push","0.043360434","0.46753246","0.53246754","LAC2021","1.7099437","0.5224854"
"PIT","2021","Ben Roethlisberger","Mike Tomlin","9.0","8.937582","105","-125","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","9","Push","0.043360434","0.46753246","0.53246754","PIT2021","2.0276153","1.5861663"
"MIN","2021","Kirk Cousins","Mike Zimmer","8.5","8.5208025","-115","-105","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","8","Under","0.047078844","0.5108342","0.48916575","MIN2021","1.5690647","0.9442866"
"ARI","2021","Kyler Murray","Kliff Kingsbury","8.0","8.119727","-140","120","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","11","Over","0.03787879","0.5620438","0.4379562","ARI2021","0.017926354","0.7919969"
"WAS","2021","Taylor Heinicke","Ron Rivera","8.0","7.9791975","-105","-115","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","7","Under","0.047078844","0.48916575","0.5108342","WAS2021","0.567318","0.85639215"
"OAK","2021","Derek Carr","Rich Bisaccia","8.0","7.898657","115","-135","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","10","Over","0.039584365","0.447406","0.552594","OAK2021","-0.3687468","0.9008744"
"CHI","2021","Justin Fields","Matt Nagy","7.5","7.437582","105","-125","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","6","Under","0.043360434","0.46753246","0.53246754","CHI2021","-0.10493606","1.1158597"
"DEN","2021","Teddy Bridgewater","Vic Fangio","7.5","7.437582","105","-125","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","7","Under","0.043360434","0.46753246","0.53246754","DEN2021","-1.0593711","0.3029212"
"CAR","2021","Sam Darnold","Matt Rhule","7.5","7.417742","110","-130","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","5","Under","0.04140787","0.45725647","0.54274356","CAR2021","-0.8693716","0.374302"
"ATL","2021","Matt Ryan","Arthur Smith","7.0","7.0208025","-115","-105","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","7","Push","0.047078844","0.5108342","0.48916575","ATL2021","-1.665001","0.26680243"
"NYG","2021","Daniel Jones","Joe Judge","7.0","7.0","-110","-110","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","4","Under","0.04761905","0.5","0.5","NYG2021","-1.3525583","0.6138997"
"PHI","2021","Jalen Hurts","Nick Sirianni","7.0","6.937582","105","-125","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","9","Over","0.043360434","0.46753246","0.53246754","PHI2021","-2.3109477","0.36135823"
"CIN","2021","Joe Burrow","Zac Taylor","6.5","6.4791975","-105","-115","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","10","Over","0.047078844","0.48916575","0.5108342","CIN2021","-4.006907","1.3824542"
"NYJ","2021","Zach Wilson","Robert Saleh","6.0","6.082258","-130","110","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","4","Under","0.04140787","0.54274356","0.45725647","NYJ2021","-3.5292819","0.18399651"
"JAX","2021","Trevor Lawrence","Urban Meyer","6.0","6.065177","-120","110","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","3","Under","0.021645023","0.5338983","0.4661017","JAX2021","-3.7905116","-0.023450837"
"DET","2021","Jared Goff","Dan Campbell","5.0","5.082258","-130","110","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","3","Under","0.04140787","0.54274356","0.45725647","DET2021","-4.2866144","1.2004884"
"HOU","2021","Davis Mills","David Culley","5.0","4.917742","110","-130","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","4","Under","0.04140787","0.45725647","0.54274356","HOU2021","-5.1157346","0.80071527"
"BUF","2022","Josh Allen","Sean McDermott","11.5","11.619727","-140","120","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","13","Over","0.03787879","0.5620438","0.4379562","BUF2022","5.896128","0.9181636"
"TB","2022","Tom Brady","Todd Bowles","11.5","11.417742","110","-130","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","8","Under","0.04140787","0.45725647","0.54274356","TB2022","5.2790403","0.63222426"
"GB","2022","Aaron Rodgers","Matt LaFleur","11.0","11.0","-110","-110","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","8","Under","0.04761905","0.5","0.5","GB2022","5.1591067","0.049260043"
"KC","2022","Patrick Mahomes","Andy Reid","10.5","10.5208025","-115","-105","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","14","Over","0.047078844","0.5108342","0.48916575","KC2022","2.7499385","1.4294112"
"LAR","2022","Matthew Stafford","Sean McVay","10.5","10.5","-110","-110","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","5","Under","0.04761905","0.5","0.5","LAR2022","5.547449","1.3982681"
"DAL","2022","Dak Prescott","Mike McCarthy","10.5","10.362542","125","-145","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","12","Over","0.03628118","0.42888403","0.571116","DAL2022","1.8060635","-0.052539162"
"LAC","2022","Justin Herbert","Brandon Staley","10.0","10.082258","-130","110","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","10","Push","0.04140787","0.54274356","0.45725647","LAC2022","3.0482569","0.67413884"
"DEN","2022","Russell Wilson","Nathaniel Hackett","10.0","10.0","-110","-110","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","5","Under","0.04761905","0.5","0.5","DEN2022","3.9634144","0.731586"
"SF","2022","Jimmy Garoppolo","Kyle Shanahan","10.0","10.0","-110","-110","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","13","Over","0.04761905","0.5","0.5","SF2022","1.1924919","0.6436887"
"BAL","2022","Lamar Jackson","John Harbaugh","9.5","9.637458","-145","125","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","10","Over","0.03628118","0.571116","0.42888403","BAL2022","2.2348964","0.654107"
"IND","2022","Matt Ryan","Frank Reich","9.5","9.637458","-145","125","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","4","Under","0.03628118","0.571116","0.42888403","IND2022","2.225539","-0.36851123"
"PHI","2022","Jalen Hurts","Nick Sirianni","9.5","9.619727","-140","120","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","14","Over","0.03787879","0.5620438","0.4379562","PHI2022","-0.5979048","-0.6208"
"CIN","2022","Joe Burrow","Zac Taylor","9.5","9.601343","-135","115","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","12","Over","0.039584365","0.552594","0.447406","CIN2022","2.0205417","1.3869295"
"CLE","2022","Jacoby Brissett","Kevin Stefanski","9.5","9.417742","110","-130","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","7","Under","0.04140787","0.45725647","0.54274356","CLE2022","2.6651182","0.47147515"
"TEN","2022","Ryan Tannehill","Mike Vrabel","9.5","9.380273","120","-140","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","7","Under","0.03787879","0.4379562","0.5620438","TEN2022","2.4018857","0.22719236"
"MIN","2022","Kirk Cousins","Kevin O'Connell","9.0","9.101343","-135","115","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","13","Over","0.039584365","0.552594","0.447406","MIN2022","0.63329613","-0.11407321"
"ARI","2022","Kyler Murray","Kliff Kingsbury","9.0","8.880273","120","-140","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","4","Under","0.03787879","0.4379562","0.5620438","ARI2022","2.4123573","1.1228057"
"MIA","2022","Tua Tagovailoa","Mike McDaniel","8.5","8.601343","-135","115","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","9","Over","0.039584365","0.552594","0.447406","MIA2022","0.93659866","1.038396"
"NE","2022","Mac Jones","Bill Belichick","8.5","8.582258","-130","110","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","8","Under","0.04140787","0.54274356","0.45725647","NE2022","1.8728619","1.1556829"
"OAK","2022","Derek Carr","Josh McDaniels","8.5","8.582258","-130","110","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","6","Under","0.04140787","0.54274356","0.45725647","OAK2022","2.0711083","1.3016906"
"NO","2022","Andy Dalton","Dennis Allen","8.0","8.187159","-160","140","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","7","Under","0.032051284","0.5962733","0.4037267","NO2022","0.7320235","0.65055287"
"WAS","2022","Taylor Heinicke","Ron Rivera","7.5","7.5208025","-115","-105","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","8","Over","0.047078844","0.5108342","0.48916575","WAS2022","-1.8970829","-0.81725657"
"PIT","2022","Kenny Pickett","Mike Tomlin","7.5","7.444932","-105","-135","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","9","Over","0.08666321","0.4713467","0.5286533","PIT2022","0.08996356","1.2922845"
"NYG","2022","Daniel Jones","Brian Daboll","7.0","6.937582","105","-125","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","9","Over","0.043360434","0.46753246","0.53246754","NYG2022","-4.083904","-0.6349229"
"CAR","2022","Phillip Walker","Steve Wilks","6.5","6.4582396","100","-120","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","7","Over","0.045454547","0.47826087","0.5217391","CAR2022","-2.290136","0.65566915"
"JAX","2022","Trevor Lawrence","Doug Pederson","6.5","6.398657","115","-135","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","9","Over","0.039584365","0.447406","0.552594","JAX2022","-4.1063557","0.26045462"
"CHI","2022","Justin Fields","Matt Eberflus","6.5","6.3454185","130","-150","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","3","Under","0.034782607","0.42016807","0.57983196","CHI2022","-3.4862616","-0.29435676"
"DET","2022","Jared Goff","Dan Campbell","6.0","6.1871586","-160","140","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","9","Over","0.032051284","0.5962733","0.4037267","DET2022","-3.730353","-0.2656083"
"SEA","2022","Geno Smith","Pete Carroll","6.0","5.917742","110","-130","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","9","Over","0.04140787","0.45725647","0.54274356","SEA2022","-3.5068138","1.0688301"
"NYJ","2022","Zach Wilson","Robert Saleh","5.5","5.72284","-175","150","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","7","Over","0.036363635","0.61403507","0.3859649","NYJ2022","-3.1570778","1.1381018"
"ATL","2022","Marcus Mariota","Arthur Smith","5.0","4.8625417","125","-145","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","7","Over","0.03628118","0.42888403","0.571116","ATL2022","-4.840457","1.044869"
"HOU","2022","Davis Mills","Lovie Smith","4.5","4.4582396","100","-120","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","3","Under","0.045454547","0.47826087","0.5217391","HOU2022","-6.2558813","0.4833814"
"KC","2023","Patrick Mahomes","Andy Reid","11.5","11.637458","-145","125","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","11","Under","0.03628118","0.571116","0.42888403","KC2023","4.062773","2.1819956"
"CIN","2023","Joe Burrow","Zac Taylor","11.5","11.437582","105","-125","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","9","Under","0.043360434","0.46753246","0.53246754","CIN2023","6.31912","0.43002313"
"PHI","2023","Jalen Hurts","Nick Sirianni","11.5","11.417742","110","-130","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","11","Under","0.04140787","0.45725647","0.54274356","PHI2023","5.219862","0.28542948"
"SF","2023","Brock Purdy","Kyle Shanahan","10.5","10.654581","-150","130","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","12","Over","0.034782607","0.57983196","0.42016807","SF2023","1.7273732","0.2395172"
"BUF","2023","Josh Allen","Sean McDermott","10.5","10.560369","-128","102","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","11","Over","0.056453012","0.53140414","0.46859586","BUF2023","3.8989592","2.1705606"
"BAL","2023","Lamar Jackson","John Harbaugh","10.5","10.431654","104","-130","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","13","Over","0.05541347","0.4644588","0.5355412","BAL2023","2.238543","0.6542973"
"JAX","2023","Trevor Lawrence","Doug Pederson","10.0","10.0","-110","-110","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","9","Under","0.04761905","0.5","0.5","JAX2023","2.8978992","-0.1278464"
"DAL","2023","Dak Prescott","Mike McCarthy","9.5","9.708037","-170","145","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","12","Over","0.037792895","0.60670066","0.39329934","DAL2023","2.4226456","0.75049853"
"DET","2023","Jared Goff","Dan Campbell","9.5","9.601343","-135","115","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","12","Over","0.039584365","0.552594","0.447406","DET2023","-0.068250746","0.10342931"
"NYJ","2023","Zach Wilson","Robert Saleh","9.5","9.601343","-135","115","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","7","Under","0.039584365","0.552594","0.447406","NYJ2023","3.947287","1.6080729"
"LAC","2023","Justin Herbert","Brandon Staley","9.5","9.582258","-130","110","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","5","Under","0.04140787","0.54274356","0.45725647","LAC2023","3.6404915","1.4391618"
"MIA","2023","Tua Tagovailoa","Mike McDaniel","9.5","9.5","-110","-110","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","11","Over","0.04761905","0.5","0.5","MIA2023","3.3165884","1.9789654"
"NO","2023","Derek Carr","Dennis Allen","9.5","9.380273","120","-140","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","9","Under","0.03787879","0.4379562","0.5620438","NO2023","0.87969196","-1.2801917"
